ID,Contracting Party,RSC Sub-division,Station ID,Sample ID,LatD,LatM,LatS,LatDir,LongD,LongM,LongS,LongDir,Sample type,Biological group,Species,Body Part,Sampling date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit,Data provider,Measurement Comment,Sample Comment,Reference Comment
17313,Norway,14,Ingøy,,71,5.0,2.0,N,24,3.0,3.0,E,BIOT,Seaweed,Fucus vesiculosus,WHOLE PLANT,09/01/07 00:00:00,99Tc,=,11.8,0.3,Bq/kg f.w.,Institute for Energy Technology,,Representative sampling date. Samples from August and September bulked,
17314,Norway,13,Vestvågøy,,68,19.0,4.0,N,13,52.0,6.0,E,BIOT,Seaweed,Fucus vesiculosus,WHOLE PLANT,09/01/07 00:00:00,99Tc,=,28.6,0.4,Bq/kg f.w.,Institute for Energy Technology,,Representative sampling date. Samples from August and September bulked,
17315,Norway,13,Vikna (Rørvik),,64,55.0,5.0,N,10,45.0,5.0,E,BIOT,Seaweed,Fucus vesiculosus,WHOLE PLANT,09/01/07 00:00:00,99Tc,=,14.0,0.3,Bq/kg f.w.,Institute for Energy Technology,,Representative sampling date. Samples from August and September bulked,
17316,Norway,14,Barents Sea area 11,,70,50.0,0.0,N,43,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,08/18/07 00:00:00,137Cs,=,0.21,0.1,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17317,Norway,14,Barents Sea area 12,,73,31.0,0.0,N,20,13.0,8.0,E,BIOT,Fish,Sebastes mentella,Muscle,07/01/07 00:00:00,137Cs,=,0.2,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17318,Norway,14,Barents Sea area 12,,72,17.0,4.0,N,26,39.0,0.0,E,BIOT,Fish,Trisopterus esmarkii,Muscle,07/01/07 00:00:00,137Cs,<,0.2,,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17320,Norway,14,Barents Sea area 12,,71,45.0,0.0,N,26,0.0,0.0,E,BIOT,Fish,Sebastes mentella,Muscle,07/01/07 00:00:00,137Cs,<,0.3,,Bq/kg f.w.,Institute of Marine Research,,"Data based on pooled samples from many trawls, taken on the same day. Representative geographical coordinate given. Sample collected in 2007, so representative sampling date given. ",
17322,Norway,14,Barents Sea area 12,,71,45.0,0.0,N,26,0.0,0.0,E,BIOT,Fish,Melanogrammus aeglefinus,Muscle,07/01/07 00:00:00,137Cs,<,0.3,,Bq/kg f.w.,Institute of Marine Research,,"Data based on pooled samples from many trawls, taken on the same day. Representative geographical coordinate given. Sample collected in 2007, so representative sampling date given. ",
17323,Norway,14,Barents Sea area 12,,71,45.0,0.0,N,26,0.0,0.0,E,BIOT,Fish,Reinhardtius hippoglossoides,Muscle,07/01/07 00:00:00,137Cs,=,0.2,0.05,Bq/kg f.w.,Institute of Marine Research,,"Data based on pooled samples from many trawls, taken on the same day. Representative geographical coordinate given. Sample collected in 2007, so representative sampling date given. ",
17324,Norway,14,Barents Sea area 12,,71,45.0,0.0,N,26,0.0,0.0,E,BIOT,Fish,Pollachius virens,Muscle,07/01/07 00:00:00,137Cs,=,0.2,0.05,Bq/kg f.w.,Institute of Marine Research,,"Data based on pooled samples from many trawls, taken on the same day. Representative geographical coordinate given. Sample collected in 2007, so representative sampling date given. ",
17325,Norway,14,Barents Sea area 20,,74,50.0,0.0,N,20,0.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,12/05/07 00:00:00,137Cs,<,0.01,,Bq/kg f.w.,Norwegian Radiation Protection Authority,,"Data based on sample from one trawl, taken on same day. Representative geographical coordinate given",
17326,Norway,14,Barents Sea area 20,,73,48.0,0.0,N,20,12.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,06/07/07 00:00:00,137Cs,=,0.1,0.05,Bq/kg f.w.,Institute of Marine Research,,,
17327,Norway,14,Barents Sea area 20,,73,46.0,0.0,N,20,10.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,07/01/07 00:00:00,137Cs,=,0.2,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17328,Norway,14,Barents Sea area 20,,75,13.0,2.0,N,23,30.0,0.0,E,BIOT,Fish,Mallotus villosus,Muscle,07/01/07 00:00:00,137Cs,<,0.2,,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17329,Norway,14,Barents Sea area 20,,75,13.0,2.0,N,23,30.0,0.0,E,BIOT,Fish,Clupea harengus,Muscle,07/01/07 00:00:00,137Cs,=,0.1,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17330,Norway,14,Barents Sea area 20,,73,30.0,0.0,N,22,30.0,0.0,E,BIOT,Fish,Reinhardtius hippoglossoides,Muscle,07/01/07 00:00:00,137Cs,=,0.2,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. Representative geographical coordinate given (in area 20 but close to area 12 is given sample information)",
17331,Norway,14,Barents Sea area 23,,75,55.0,0.0,N,27,40.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,12/14/07 00:00:00,137Cs,=,0.21,0.1,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17332,Norway,14,Barents Sea area 3,,70,40.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/07/07 00:00:00,137Cs,=,0.23,0.12,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17333,Norway,14,Barents Sea area 3,,70,47.0,0.0,N,30,30.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,10/31/07 00:00:00,137Cs,=,0.19,0.06,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17334,Norway,14,Barents Sea area 3,,70,46.0,0.0,N,30,15.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,10/31/07 00:00:00,137Cs,=,0.3,0.04,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17335,Norway,14,Barents Sea area 3,,70,46.0,0.0,N,30,15.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,10/31/07 00:00:00,137Cs,=,0.21,0.04,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17336,Norway,14,Barents Sea area 3,,70,46.0,0.0,N,30,15.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,10/31/07 00:00:00,137Cs,=,0.27,0.04,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17337,Norway,14,Barents Sea area 3,,70,46.0,0.0,N,30,15.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,10/31/07 00:00:00,137Cs,=,0.21,0.04,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17338,Norway,14,Barents Sea area 3,,70,46.0,0.0,N,30,15.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,10/31/07 00:00:00,137Cs,=,0.31,0.04,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17339,Norway,14,Barents Sea area 3,,70,48.0,0.0,N,31,33.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,06/11/07 00:00:00,137Cs,=,0.2,0.05,Bq/kg f.w.,Institute of Marine Research,,,
17340,Norway,14,Barents Sea area 3,,71,36.0,0.0,N,27,18.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,07/01/07 00:00:00,137Cs,=,0.2,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17341,Norway,14,Grense Jakobselv,,69,47.0,31.0,N,30,47.0,51.0,E,BIOT,Seaweed,Fucus vesiculosus,WHOLE PLANT,05/15/07 00:00:00,137Cs,<,0.23,,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17342,Norway,14,Indre Kiberg,,70,16.0,2.0,N,30,56.0,7.0,E,BIOT,Seaweed,Fucus vesiculosus,WHOLE PLANT,09/01/07 00:00:00,137Cs,<,0.08,,Bq/kg f.w.,Institute for Energy Technology,,Representative sampling date. Samples from August and September bulked,
17343,Norway,14,"Laksefjorden, area 3",,70,48.0,0.0,N,27,12.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,07/01/07 00:00:00,137Cs,=,0.3,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17344,Norway,14,"Laksefjorden, area 3",,70,48.0,0.0,N,27,12.0,0.0,E,BIOT,Fish,Melanogrammus aeglefinus,Muscle,07/01/07 00:00:00,137Cs,<,0.3,,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17345,Norway,14,"Porsangerfjorden, area 3",,70,26.0,0.0,N,25,19.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,07/01/07 00:00:00,137Cs,=,0.3,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17346,Norway,14,"Porsangerfjorden, area 3",,70,26.0,0.0,N,25,19.0,0.0,E,BIOT,Fish,Melanogrammus aeglefinus,Muscle,07/01/07 00:00:00,137Cs,=,0.1,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17347,Norway,14,"Tanafjorden, area 3",,70,43.0,0.0,N,28,10.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,07/01/07 00:00:00,137Cs,=,0.3,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17348,Norway,14,"Tanafjorden, area 3",,70,43.0,0.0,N,28,10.0,0.0,E,BIOT,Fish,Melanogrammus aeglefinus,Muscle,07/01/07 00:00:00,137Cs,=,0.1,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17349,Norway,14,"Varangerfjorden, area 3",,69,47.0,20.0,N,30,47.0,22.0,E,BIOT,Fish,Gadus morhua,Muscle,07/01/07 00:00:00,137Cs,=,0.2,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17350,Norway,14,"Varangerfjorden, area 3",,69,47.0,20.0,N,30,47.0,22.0,E,BIOT,Fish,Melanogrammus aeglefinus,Muscle,07/01/07 00:00:00,137Cs,=,0.1,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17351,Norway,14,"Varangerfjorden, area 3",,69,47.0,20.0,N,30,47.0,22.0,E,BIOT,Fish,Clupea harengus,Muscle,07/01/07 00:00:00,137Cs,=,0.1,0.05,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. ",
17352,Norway,14,"Varangerfjorden, area 3",,69,47.0,20.0,N,30,47.0,22.0,E,BIOT,Fish,Mallotus villosus,Muscle,07/01/07 00:00:00,137Cs,<,0.3,,Bq/kg f.w.,Institute of Marine Research,,"Sample collected in 2007, so representative sampling date given. Representative geographical coordinate given (in area 20 but close to area 12 is given sample information)",
17353,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/07/07 00:00:00,210Po,=,0.28,0.03,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17354,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/08/07 00:00:00,210Po,=,0.1,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17355,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/09/07 00:00:00,210Po,=,0.28,0.03,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17356,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/10/07 00:00:00,210Po,=,0.15,0.02,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17357,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/11/07 00:00:00,210Po,=,0.2,0.02,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17358,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/12/07 00:00:00,210Po,=,0.57,0.06,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17359,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/13/07 00:00:00,210Po,=,0.12,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17360,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/14/07 00:00:00,210Po,=,0.24,0.03,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17361,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/15/07 00:00:00,210Po,=,0.09,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17362,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/16/07 00:00:00,210Po,=,0.1,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17363,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/17/07 00:00:00,210Po,=,0.15,0.02,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17364,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/18/07 00:00:00,210Po,=,0.24,0.03,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17365,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/19/07 00:00:00,210Po,=,0.2,0.02,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17366,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/20/07 00:00:00,210Po,=,0.12,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17367,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/21/07 00:00:00,210Po,=,0.09,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17368,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/22/07 00:00:00,210Po,=,0.11,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17369,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/23/07 00:00:00,210Po,=,0.16,0.02,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17370,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/24/07 00:00:00,210Po,=,0.1,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17371,Norway,14,Barents Sea area 3,,71,41.0,0.0,N,26,50.0,0.0,E,BIOT,Fish,Gadus morhua,Muscle,05/25/07 00:00:00,210Po,=,0.12,0.01,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17372,Norway,14,Grense Jakobselv,,69,47.0,31.0,N,30,47.0,51.0,E,BIOT,Seaweed,Fucus vesiculosus,WHOLE PLANT,09/24/07 00:00:00,99Tc,=,11.6,0.6,Bq/kg f.w.,Norwegian Radiation Protection Authority,,,
17373,Norway,14,Indre Kiberg,,70,16.0,2.0,N,30,56.0,7.0,E,BIOT,Seaweed,Fucus vesiculosus,WHOLE PLANT,09/01/07 00:00:00,99Tc,=,14.4,0.4,Bq/kg f.w.,Institute for Energy Technology,,Representative sampling date. Samples from August and September bulked,
18323,United Kingdom,2,Winfrith 1,,50,40.0,41.0,N,1,54.0,54.0,W,BIOT,Molluscs,Buccinum undatum,SOFT PARTS,08/05/07 00:00:00,"239,240Pu",=,0.00261,9.08e-05,Bq/kg f.w.,FSA-Food Standards Agency,,Poole Bay,
18324,United Kingdom,3,Winfrith 2,,50,46.0,35.0,N,0,41.0,32.0,W,BIOT,Seaweed,Fucus serratus,GROWING TIPS,07/01/07 00:00:00,99Tc,=,2.3,0.12,Bq/kg f.w.,EA-Environment Agency,"No associated errors with EA data, have assumed 5% uncertainty",Bognor Rock,
18325,United Kingdom,2,Winfrith 3,,50,37.0,5.0,N,2,14.0,59.0,W,BIOT,Seaweed,Fucus serratus,GROWING TIPS,07/01/07 00:00:00,99Tc,<,5.0,,Bq/kg f.w.,EA-Environment Agency,,Lulworth Cove,
18326,United Kingdom,3,Winfrith 2,,50,46.0,35.0,N,0,41.0,32.0,W,BIOT,Seaweed,Fucus serratus,GROWING TIPS,07/01/07 00:00:00,137Cs,<,0.6,,Bq/kg f.w.,EA-Environment Agency,,Bognor Rock,
18327,United Kingdom,2,Winfrith 3,,50,37.0,5.0,N,2,14.0,59.0,W,BIOT,Seaweed,Fucus serratus,GROWING TIPS,07/01/07 00:00:00,137Cs,<,0.82,,Bq/kg f.w.,EA-Environment Agency,,Lulworth Cove,
18328,United Kingdom,10,Dungeness,,51,5.0,3.0,N,1,12.0,11.0,E,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/07 00:00:00,99Tc,=,2.2,0.11,Bq/kg f.w.,EA-Environment Agency,,Copt Point,
18329,United Kingdom,10,Dungeness,,51,5.0,3.0,N,1,12.0,11.0,E,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/07 00:00:00,137Cs,<,0.64,,Bq/kg f.w.,EA-Environment Agency,,Copt Point,
18330,United Kingdom,5,Northern Ireland Fishing Ground,,54,3.0,0.0,N,6,0.0,0.0,W,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,03/30/07 00:00:00,137Cs,=,1.457,0.068,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Kilkeel,
18331,United Kingdom,5,Northern Ireland Fishing Ground,,54,3.0,0.0,N,6,0.0,0.0,W,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,07/15/07 00:00:00,137Cs,=,1.808,0.083,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Kilkeel,
18332,United Kingdom,5,Northern Ireland Fishing Ground,,54,3.0,0.0,N,6,0.0,0.0,W,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,10/15/07 00:00:00,137Cs,=,1.171,0.11,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Kilkeel,
18333,United Kingdom,5,Northern Ireland Fishing Ground,,54,3.0,0.0,N,6,0.0,0.0,W,BIOT,Fish,Gadus morhua,FLESH WITHOUT BONES,11/16/07 00:00:00,137Cs,=,1.005,0.115,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Kilkeel,
18334,United Kingdom,5,Hunterston,,55,40.0,31.0,N,4,57.0,57.0,W,BIOT,Fish,Merluccius merluccius,FLESH WITHOUT BONES,04/01/07 00:00:00,137Cs,=,2.64,0.73,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,Millport,
18335,United Kingdom,5,Hunterston,,55,40.0,31.0,N,4,57.0,57.0,W,BIOT,Fish,Merluccius merluccius,FLESH WITHOUT BONES,10/01/07 00:00:00,137Cs,=,1.89,0.56,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,Millport,
18336,United Kingdom,5,Northern Ireland Fishing Ground,,54,12.0,59.0,N,5,43.0,59.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/01/07 00:00:00,"239,240Pu",=,0.135,0.00319,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,Minerstown,
18337,United Kingdom,5,Hunterston,,55,43.0,31.0,N,4,54.0,7.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/01/07 00:00:00,"239,240Pu",=,0.1133,0.0083999999999999,Bq/kg f.w.,SEPA-Scottish Environment Protection Agency,,PLZ,
18338,United Kingdom,5,Ardglass,,54,15.0,40.0,N,5,37.0,1.0,W,BIOT,Seaweed,Fucus vesiculosus,GROWING TIPS,07/01/07 00:00:00,99Tc,=,647.0,26.0,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,,
18339,United Kingdom,4,Carlingford Lough,,54,3.0,0.0,N,6,12.0,0.0,W,BIOT,Seaweed,Fucus sp.,GROWING TIPS,07/01/07 00:00:00,99Tc,=,358.0,14.0,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,,
18340,United Kingdom,5,Strangford Lough,,54,28.0,1.0,N,5,36.0,0.0,W,BIOT,Seaweed,Rhodymenia spp.,GROWING TIPS,04/01/07 00:00:00,99Tc,=,11.4,0.473,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,,
18341,United Kingdom,5,Strangford Lough,,54,28.0,1.0,N,5,36.0,0.0,W,BIOT,Seaweed,Rhodymenia spp.,GROWING TIPS,10/01/07 00:00:00,99Tc,=,7.25,0.318,Bq/kg f.w.,NIEA-Northern Ireland Environment Agency,,,
18342,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,01/08/07 00:00:00,137Cs,=,3.901,0.197,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18343,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,02/07/07 00:00:00,137Cs,=,6.948,0.351,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18344,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,03/14/07 00:00:00,137Cs,=,11.311,0.491,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18345,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,04/23/07 00:00:00,137Cs,=,16.394,0.638,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18346,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,05/07/07 00:00:00,137Cs,=,13.013,0.563,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18347,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,06/04/07 00:00:00,137Cs,=,14.612,0.628,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18348,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/05/07 00:00:00,137Cs,=,11.448,0.496,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18349,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,08/02/07 00:00:00,137Cs,=,14.752,0.651,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18350,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,09/12/07 00:00:00,137Cs,=,3.729,0.195,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18351,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,10/03/07 00:00:00,137Cs,=,7.91,0.347,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18352,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,11/01/07 00:00:00,137Cs,=,6.736,0.298,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18353,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,12/03/07 00:00:00,137Cs,=,6.105,0.283,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18354,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/12/07 00:00:00,210Po,=,16.7,0.48,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18355,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,07/05/07 00:00:00,210Po,=,25.3,0.77,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18356,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,01/08/07 00:00:00,210Po,=,13.2,0.59,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18357,United Kingdom,6,Sellafield,,54,27.0,18.0,N,3,33.0,58.0,W,BIOT,Molluscs,LITTORINA LITTOREA,SOFT PARTS,06/04/07 00:00:00,210Po,=,22.3,0.79,Bq/kg f.w.,FSA-Food Standards Agency,,Nethertown,
18358,United Kingdom,6,Heysham,,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,Mytilus edulis,SOFT PARTS,02/03/07 00:00:00,137Cs,=,3.018,0.137,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe,
18359,United Kingdom,6,Heysham,,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,Mytilus edulis,SOFT PARTS,05/01/07 00:00:00,137Cs,=,4.2,0.195,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe,
18360,United Kingdom,6,Heysham,,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,Mytilus edulis,SOFT PARTS,07/27/07 00:00:00,137Cs,=,2.398,0.113,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe,
18361,United Kingdom,6,Heysham,,54,4.0,39.0,N,2,52.0,8.0,W,BIOT,Molluscs,Mytilus edulis,SOFT PARTS,10/27/07 00:00:00,137Cs,=,2.009,0.099,Bq/kg f.w.,FSA-Food Standards Agency,,Morecambe,
18362,United Kingdom,6,Springfields,,53,43.0,52.0,N,2,55.0,2.0,W,BIOT,Molluscs,Cerastoderma edule,SOFT PARTS,06/17/07 00:00:00,137Cs,=,1.539,0.094,Bq/kg f.w.,FSA-Food Standards Agency,,Ribble Estuary,
18363,United Kingdom,6,Capenhurst,,53,16.0,20.0,N,3,9.0,44.0,W,BIOT,Molluscs,Cerastoderma edule,SOFT PARTS,02/14/07 00:00:00,137Cs,=,1.378,0.091,Bq/kg f.w.,FSA-Food Standards Agency,,River Dee,
18364,United Kingdom,6,Capenhurst,,53,16.0,20.0,N,3,9.0,44.0,W,BIOT,Molluscs,Cerastoderma edule,SOFT PARTS,05/11/07 00:00:00,137Cs,=,2.4,0.154,Bq/kg f.w.,FSA-Food Standards Agency,,River Dee,
18365,United Kingdom,6,Capenhurst,,53,16.0,20.0,N,3,9.0,44.0,W,BIOT,Molluscs,Cerastoderma edule,SOFT PARTS,08/28/07 00:00:00,137Cs,=,1.264,0.102,Bq/kg f.w.,FSA-Food Standards Agency,,River Dee,
