ID,Contracting Party,RSC Sub-division,Station ID,Sample ID,LatD,LatM,LatS,LatDir,LongD,LongM,LongS,LongDir,Sample type,Sampling depth,Sampling date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit,Data provider,Measurement Comment,Sample Comment,Reference Comment
35858,Germany,12.0,KATT1,2000101,56,40.0,0.0,N,11,58.0,0.0,E,Water,0.0,07/26/00 00:00:00,3H,=,1.78,0.02,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
99487,France,2.0,Barfleur,P20SNO02-1,49,39.0,20.0,N,1,14.0,20.0,W,WATER,0.0,01/10/20 00:00:00,3H,=,6.949,0.757,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99488,France,2.0,Barfleur,P20SNO26-22,49,39.0,20.0,N,1,14.0,20.0,W,WATER,0.0,06/24/20 00:00:00,3H,=,2.793,0.715,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99489,France,2.0,Barfleur,P20SNO42-31,49,39.0,20.0,N,1,14.0,20.0,W,WATER,0.0,10/15/20 00:00:00,3H,=,4.678,0.7345,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99490,France,1.0,Brest,G20SOI51-907,48,17.0,53.0,N,4,29.0,41.0,W,WATER,0.0,07/01/20 00:00:00,137Cs,=,0.00092,0.00013,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE/Marine Nationale,,Quarterely pool (24/01/2020-17/12/2020),
99491,France,1.0,Brest,G20SOI04-43,48,17.0,53.0,N,4,29.0,41.0,W,WATER,0.0,01/24/20 00:00:00,3H,<,0.1798,,Bq/l,Institut de Radioprotection et Sûreté Nucléaire-LSE/SAME (ALOKA) : Marine Nationale,,,
99492,France,1.0,Brest,G20SOI16-270,48,17.0,53.0,N,4,29.0,41.0,W,WATER,0.0,04/14/20 00:00:00,3H,<,0.16598,,Bq/l,Institut de Radioprotection et Sûreté Nucléaire-LSE/SAME (ALOKA) : Marine Nationale,,,
99493,France,1.0,Brest,G20SOI28-491,48,17.0,53.0,N,4,29.0,41.0,W,WATER,0.0,07/08/20 00:00:00,3H,=,0.3796,0.1324,Bq/l,Institut de Radioprotection et Sûreté Nucléaire-LSE/SAME (ALOKA) : Marine Nationale,,,
99494,France,1.0,Brest,G20SOI51-902,48,17.0,53.0,N,4,29.0,41.0,W,WATER,0.0,12/17/20 00:00:00,3H,<,0.18099,,Bq/l,Institut de Radioprotection et Sûreté Nucléaire-LSE/SAME (ALOKA) : Marine Nationale,,,
99495,France,2.0,Carteret Saint Georges La Rivière,P20SNO03-3,49,22.0,59.0,N,1,46.0,30.0,W,WATER,0.0,01/15/20 00:00:00,3H,=,3.7108,0.7234,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99496,France,2.0,Carteret Saint Georges La Rivière,P20SNO26-13,49,22.0,59.0,N,1,46.0,30.0,W,WATER,0.0,06/22/20 00:00:00,3H,=,3.1691,0.71875,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99497,France,2.0,Carteret Saint Georges La Rivière,P20SNO42-33,49,22.0,59.0,N,1,46.0,30.0,W,WATER,0.0,10/15/20 00:00:00,3H,=,3.8303,0.7259,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99498,France,2.0,Cherbourg,G20SNO02-29,49,40.0,21.0,N,1,39.0,44.0,W,WATER,0.0,01/07/20 00:00:00,3H,=,5.45027,0.16035,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE/Marine Nationale,,,
99499,France,2.0,Cherbourg,G20SNO15-288,49,40.0,21.0,N,1,39.0,44.0,W,WATER,0.0,04/07/20 00:00:00,3H,=,4.7325,0.1476,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE/Marine Nationale,,,
99500,France,2.0,Cherbourg,G20SNO28-453,49,40.0,21.0,N,1,39.0,44.0,W,WATER,0.0,07/07/20 00:00:00,3H,=,5.6587,0.171195,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE/Marine Nationale,,,
99501,France,2.0,Cherbourg,G20SNO51-851,49,40.0,21.0,N,1,39.0,44.0,W,WATER,0.0,12/15/20 00:00:00,3H,=,6.1169,0.17105,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE/Marine Nationale,,,
99502,France,1.0,Concarneau,P20SOI36-1,47,47.0,33.0,N,3,50.0,54.0,W,WATER,0.0,09/02/20 00:00:00,137Cs,=,0.00123,0.000145,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,,,
99503,France,1.0,Concarneau,P20SOI36-1,47,47.0,33.0,N,3,50.0,54.0,W,WATER,0.0,09/02/20 00:00:00,3H,<,0.15611,,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC/LSE/LMN,,,
99504,France,2.0,Goury,P20SNO08-8,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,02/18/20 00:00:00,137Cs,=,0.00231,0.000225,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,,,
99505,France,2.0,Goury,P20SNO26-21,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,06/24/20 00:00:00,137Cs,=,0.00187,0.00014,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,,,
99506,France,2.0,Goury,P20SNO35-26,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,08/26/20 00:00:00,137Cs,=,0.0023,0.0003,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,,,
99507,France,2.0,Goury,P20SNO47-40,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,11/16/20 00:00:00,137Cs,=,0.00197,0.00014,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,,,
99508,France,2.0,Goury,P20SNO26-21,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,06/24/20 00:00:00,"239,240Pu",=,7.116e-06,9.2508e-07,Bq/l,"Institut de Radioprotection et Sûreté Nucléaire : LRC/LERCA,LMN",Filtered (< 0.45 µm),,
99509,France,2.0,Goury,P20SNO03-2,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,01/15/20 00:00:00,3H,=,28.2335,0.9374,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99510,France,2.0,Goury,P20SNO26-17,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,06/23/20 00:00:00,3H,=,7.04093,0.757685,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99511,France,2.0,Goury,P20SNO42-32,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,10/15/20 00:00:00,3H,=,8.08697,0.768575,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99512,France,2.0,Goury,P20SNO51-43,49,42.0,52.0,N,1,56.0,46.0,W,WATER,0.0,12/14/20 00:00:00,3H,=,11.01033,0.796415,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,Filtered (< 0.2 µm),,
99513,France,3.0,Honfleur,G20SNO05-46,49,25.0,42.0,N,0,13.0,23.0,E,WATER,0.0,01/28/20 00:00:00,3H,=,2.24884,0.1483,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE,,,
99514,France,3.0,Mer Les bains,G20SNO05-50,50,4.0,17.0,N,1,23.0,3.0,E,WATER,0.0,01/27/20 00:00:00,3H,=,6.353,0.17604,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE,,,
99515,France,1.0,Oléron,G20SSO46-626,45,54.0,44.0,N,1,19.0,26.0,W,WATER,0.0,11/12/20 00:00:00,137Cs,=,0.00058,6.5e-05,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE,,,
99516,France,1.0,Roscoff,P20SOI36-2,48,43.0,40.0,N,3,59.0,20.0,W,WATER,0.0,09/03/20 00:00:00,137Cs,=,0.00125,0.00012,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC,,,
99517,France,1.0,Roscoff,P20SOI36-2,48,43.0,40.0,N,3,59.0,20.0,W,WATER,0.0,09/03/20 00:00:00,3H,<,0.1723,,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LRC/LSE/LMN,,,
99518,France,3.0,Wimereux,G20SNO48-785,50,46.0,14.0,N,1,36.0,25.0,E,WATER,0.0,11/25/20 00:00:00,137Cs,=,0.0012,0.00014,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE,,,
99519,France,3.0,Wimereux,G20SNO48-785,50,46.0,14.0,N,1,36.0,25.0,E,WATER,0.0,11/25/20 00:00:00,3H,=,4.27425,0.14007,Bq/l,Institut de Radioprotection et Sûreté Nucléaire : LSE,,,
98352,United Kingdom,6.0,71,19-1747,53,38.0,31.28,N,3,36.0,16.14,W,WATER,3.0,09/16/19 00:00:00,3H,<,1.5,,Bq/l,BEIS,,CEND14/19 Irish Sea,
36383,Spain,1.0,Cabo Ajo,,43,38.0,4.0,N,3,34.0,41.0,W,Water,0.0,02/14/00 00:00:00,3H,=,0.15,0.04,Bq/l,Nuclear Safety Council,,,
36384,Spain,1.0,Cabo Ajo,,43,38.0,4.0,N,3,34.0,41.0,W,Water,0.0,05/25/00 00:00:00,3H,=,0.19,0.04,Bq/l,Nuclear Safety Council,,,
36385,Spain,1.0,Cabo Ajo,,43,38.0,4.0,N,3,34.0,41.0,W,Water,0.0,09/07/00 00:00:00,3H,=,0.21,0.04,Bq/l,Nuclear Safety Council,,,
36386,Spain,1.0,Cabo Ajo,,43,38.0,4.0,N,3,34.0,41.0,W,Water,0.0,11/30/00 00:00:00,3H,=,0.2,0.04,Bq/l,Nuclear Safety Council,,,
36387,Spain,1.0,Cabo Ortegal,,43,52.0,56.0,N,7,48.0,5.0,W,Water,0.0,02/15/00 00:00:00,3H,=,0.23,0.04,Bq/l,Nuclear Safety Council,,,
36388,Spain,1.0,Cabo Ortegal,,43,52.0,56.0,N,7,48.0,5.0,W,Water,0.0,05/23/00 00:00:00,3H,=,0.18,0.04,Bq/l,Nuclear Safety Council,,,
36389,Spain,1.0,Cabo Ortegal,,43,52.0,56.0,N,7,48.0,5.0,W,Water,0.0,09/13/00 00:00:00,3H,=,0.2,0.04,Bq/l,Nuclear Safety Council,,,
36390,Spain,1.0,Cabo Ortegal,,43,52.0,56.0,N,7,48.0,5.0,W,Water,0.0,12/20/00 00:00:00,3H,=,0.13,0.04,Bq/l,Nuclear Safety Council,,,
36391,Spain,1.0,Cabo Villano,,42,59.0,56.0,N,9,22.0,5.0,W,Water,0.0,02/16/00 00:00:00,3H,=,0.22,0.04,Bq/l,Nuclear Safety Council,,,
36392,Spain,1.0,Cabo Villano,,42,59.0,56.0,N,9,22.0,5.0,W,Water,0.0,06/02/00 00:00:00,3H,=,0.17,0.04,Bq/l,Nuclear Safety Council,,,
36393,Spain,1.0,Cabo Villano,,42,59.0,56.0,N,9,22.0,5.0,W,Water,0.0,09/18/00 00:00:00,3H,=,0.17,0.04,Bq/l,Nuclear Safety Council,,,
36394,Spain,1.0,Cabo Villano,,42,59.0,56.0,N,9,22.0,5.0,W,Water,0.0,12/18/00 00:00:00,3H,=,0.19,0.04,Bq/l,Nuclear Safety Council,,,
36395,Spain,1.0,Cabo Silleiro,,42,14.0,56.0,N,8,45.0,5.0,W,Water,0.0,02/09/00 00:00:00,3H,=,0.2,0.04,Bq/l,Nuclear Safety Council,,,
36396,Spain,1.0,Cabo Silleiro,,42,14.0,56.0,N,8,45.0,5.0,W,Water,0.0,05/30/00 00:00:00,3H,=,0.19,0.04,Bq/l,Nuclear Safety Council,,,
36397,Spain,1.0,Cabo Silleiro,,42,14.0,56.0,N,8,45.0,5.0,W,Water,0.0,09/12/00 00:00:00,3H,=,0.16,0.04,Bq/l,Nuclear Safety Council,,,
36398,Spain,1.0,Cabo Silleiro,,42,14.0,56.0,N,8,45.0,5.0,W,Water,0.0,11/30/00 00:00:00,3H,=,0.25,0.04,Bq/l,Nuclear Safety Council,,,
36399,Spain,1.0,Isla Cristina,,37,2.0,55.0,N,7,20.0,5.0,W,Water,0.0,02/10/00 00:00:00,3H,=,0.17,0.04,Bq/l,Nuclear Safety Council,,,
36400,Spain,1.0,Isla Cristina,,37,2.0,55.0,N,7,20.0,5.0,W,Water,0.0,05/30/00 00:00:00,3H,=,0.19,0.04,Bq/l,Nuclear Safety Council,,,
36401,Spain,1.0,Isla Cristina,,37,2.0,55.0,N,7,20.0,5.0,W,Water,0.0,09/11/00 00:00:00,3H,=,0.16,0.04,Bq/l,Nuclear Safety Council,,,
36402,Spain,1.0,Puerto de Cádiz,,36,34.0,55.0,N,6,19.0,5.0,W,Water,0.0,02/10/00 00:00:00,3H,=,0.17,0.04,Bq/l,Nuclear Safety Council,,,
36403,Spain,1.0,Puerto de Cádiz,,36,34.0,55.0,N,6,19.0,5.0,W,Water,0.0,05/31/00 00:00:00,3H,=,0.17,0.04,Bq/l,Nuclear Safety Council,,,
36404,Spain,1.0,Puerto de Cádiz,,36,34.0,55.0,N,6,19.0,5.0,W,Water,0.0,09/18/00 00:00:00,3H,=,0.9,0.04,Bq/l,Nuclear Safety Council,,,
36405,Spain,1.0,Puerto de Cádiz,,36,34.0,55.0,N,6,19.0,5.0,W,Water,0.0,11/29/00 00:00:00,3H,=,0.2,0.04,Bq/l,Nuclear Safety Council,,,
36410,Spain,1.0,Cabo Ajo,,43,38.0,4.0,N,3,34.0,41.0,W,Water,0.0,02/14/00 00:00:00,137Cs,<,0.054,,Bq/l,Nuclear Safety Council,,,
36411,Spain,1.0,Cabo Ajo,,43,38.0,4.0,N,3,34.0,41.0,W,Water,0.0,05/25/00 00:00:00,137Cs,<,0.062,,Bq/l,Nuclear Safety Council,,,
36412,Spain,1.0,Cabo Ajo,,43,38.0,4.0,N,3,34.0,41.0,W,Water,0.0,09/07/00 00:00:00,137Cs,<,0.056,,Bq/l,Nuclear Safety Council,,,
36413,Spain,1.0,Cabo Ajo,,43,38.0,4.0,N,3,34.0,41.0,W,Water,0.0,11/30/00 00:00:00,137Cs,<,0.084,,Bq/l,Nuclear Safety Council,,,
36414,Spain,1.0,Cabo Ortegal,,43,52.0,56.0,N,7,48.0,5.0,W,Water,0.0,02/15/00 00:00:00,137Cs,<,0.106,,Bq/l,Nuclear Safety Council,,,
36415,Spain,1.0,Cabo Ortegal,,43,52.0,56.0,N,7,48.0,5.0,W,Water,0.0,05/23/00 00:00:00,137Cs,<,0.056,,Bq/l,Nuclear Safety Council,,,
36416,Spain,1.0,Cabo Ortegal,,43,52.0,56.0,N,7,48.0,5.0,W,Water,0.0,09/13/00 00:00:00,137Cs,<,0.03,,Bq/l,Nuclear Safety Council,,,
36417,Spain,1.0,Cabo Ortegal,,43,52.0,56.0,N,7,48.0,5.0,W,Water,0.0,12/20/00 00:00:00,137Cs,<,0.052,,Bq/l,Nuclear Safety Council,,,
36418,Spain,1.0,Cabo Villano,,42,59.0,56.0,N,9,22.0,5.0,W,Water,0.0,02/16/00 00:00:00,137Cs,<,0.102,,Bq/l,Nuclear Safety Council,,,
36419,Spain,1.0,Cabo Villano,,42,59.0,56.0,N,9,22.0,5.0,W,Water,0.0,06/02/00 00:00:00,137Cs,<,0.17,,Bq/l,Nuclear Safety Council,,,
36420,Spain,1.0,Cabo Villano,,42,59.0,56.0,N,9,22.0,5.0,W,Water,0.0,09/18/00 00:00:00,137Cs,<,0.024,,Bq/l,Nuclear Safety Council,,,
36421,Spain,1.0,Cabo Villano,,42,59.0,56.0,N,9,22.0,5.0,W,Water,0.0,12/18/00 00:00:00,137Cs,<,0.0859999999999999,,Bq/l,Nuclear Safety Council,,,
36422,Spain,1.0,Cabo Silleiro,,42,14.0,56.0,N,8,45.0,5.0,W,Water,0.0,02/09/00 00:00:00,137Cs,<,0.06,,Bq/l,Nuclear Safety Council,,,
36423,Spain,1.0,Cabo Silleiro,,42,14.0,56.0,N,8,45.0,5.0,W,Water,0.0,05/30/00 00:00:00,137Cs,<,0.126,,Bq/l,Nuclear Safety Council,,,
36424,Spain,1.0,Cabo Silleiro,,42,14.0,56.0,N,8,45.0,5.0,W,Water,0.0,09/12/00 00:00:00,137Cs,<,0.028,,Bq/l,Nuclear Safety Council,,,
36425,Spain,1.0,Cabo Silleiro,,42,14.0,56.0,N,8,45.0,5.0,W,Water,0.0,11/30/00 00:00:00,137Cs,<,0.066,,Bq/l,Nuclear Safety Council,,,
36426,Spain,1.0,Isla Cristina,,37,2.0,55.0,N,7,20.0,5.0,W,Water,0.0,02/10/00 00:00:00,137Cs,<,0.056,,Bq/l,Nuclear Safety Council,,,
36427,Spain,1.0,Isla Cristina,,37,2.0,55.0,N,7,20.0,5.0,W,Water,0.0,05/30/00 00:00:00,137Cs,<,0.152,,Bq/l,Nuclear Safety Council,,,
36428,Spain,1.0,Isla Cristina,,37,2.0,55.0,N,7,20.0,5.0,W,Water,0.0,09/11/00 00:00:00,137Cs,<,0.126,,Bq/l,Nuclear Safety Council,,,
36429,Spain,1.0,Puerto de Cádiz,,36,34.0,55.0,N,6,19.0,5.0,W,Water,0.0,02/10/00 00:00:00,137Cs,<,0.112,,Bq/l,Nuclear Safety Council,,,
36430,Spain,1.0,Puerto de Cádiz,,36,34.0,55.0,N,6,19.0,5.0,W,Water,0.0,05/31/00 00:00:00,137Cs,<,0.154,,Bq/l,Nuclear Safety Council,,,
36431,Spain,1.0,Puerto de Cádiz,,36,34.0,55.0,N,6,19.0,5.0,W,Water,0.0,09/18/00 00:00:00,137Cs,<,0.11,,Bq/l,Nuclear Safety Council,,,
36432,Spain,1.0,Puerto de Cádiz,,36,34.0,55.0,N,6,19.0,5.0,W,Water,0.0,11/29/00 00:00:00,137Cs,<,0.032,,Bq/l,Nuclear Safety Council,,,
36852,Denmark,12.0,Hesselø,983021,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0128302,0.000513208,Bq/l,Risø-DTU,,,
36853,Denmark,12.0,Hesselø,983022,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.012218,0.000317668,Bq/l,Risø-DTU,,,
36854,Denmark,12.0,Hesselø,983023,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0120997,0.0005686859,Bq/l,Risø-DTU,,,
36855,Denmark,12.0,Hesselø,983024,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0120657,0.0003257739,Bq/l,Risø-DTU,,,
36856,Denmark,12.0,Hesselø,983025,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0121575,0.0005470875,Bq/l,Risø-DTU,,,
36857,Denmark,12.0,Hesselø,983026,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0126279,0.0004924881,Bq/l,Risø-DTU,,,
36858,Denmark,12.0,Hesselø,983027,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0119147,0.000238294,Bq/l,Risø-DTU,,,
36859,Denmark,12.0,Hesselø,983028,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0123218,0.0003942976,Bq/l,Risø-DTU,,,
36860,Denmark,12.0,Hesselø,983029,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0116706,0.0003617886,Bq/l,Risø-DTU,,,
36861,Denmark,12.0,Hesselø,983030,56,10.0,0.0,N,11,47.0,0.0,E,Water,23.0,01/01/99 00:00:00,137Cs,=,0.0119607,0.0003468603,Bq/l,Risø-DTU,,,
36862,Denmark,12.0,Hesselø,990411,56,10.0,0.0,N,11,47.0,0.0,E,Water,24.0,06/15/99 00:00:00,137Cs,=,0.0068465,0.0004176365,Bq/l,Risø-DTU,,,
36863,Denmark,12.0,Hesselø,990465,56,10.0,0.0,N,11,47.0,0.0,E,Water,2.0,11/01/99 00:00:00,137Cs,=,0.0346277,0.0005194155,Bq/l,Risø-DTU,,,
36864,Denmark,12.0,Hesselø,990466,56,10.0,0.0,N,11,47.0,0.0,E,Water,24.0,11/01/99 00:00:00,137Cs,=,0.0106565,0.0005861075,Bq/l,Risø-DTU,,,
36865,Denmark,12.0,Kattegat SW,990412,56,7.0,0.0,N,11,10.0,0.0,E,Water,2.0,06/15/99 00:00:00,137Cs,=,0.0513576,0.0004622184,Bq/l,Risø-DTU,,,
36866,Denmark,12.0,Kattegat SW,990413,56,7.0,0.0,N,11,10.0,0.0,E,Water,32.0,06/15/99 00:00:00,137Cs,=,0.0144529,0.0007804566,Bq/l,Risø-DTU,,,
36867,Denmark,12.0,Kattegat SW,990467,56,7.0,0.0,N,11,10.0,0.0,E,Water,2.0,11/01/99 00:00:00,137Cs,=,0.0319368,0.0007026096,Bq/l,Risø-DTU,,,
36868,Denmark,12.0,Kattegat SW,990468,56,7.0,0.0,N,11,10.0,0.0,E,Water,32.0,11/01/99 00:00:00,137Cs,=,0.025202,0.000428434,Bq/l,Risø-DTU,,,
36869,Denmark,12.0,Kattegat-413,990431,56,40.0,0.0,N,12,7.0,0.0,E,Water,40.0,06/15/99 00:00:00,137Cs,=,0.0069184,0.0007679424,Bq/l,Risø-DTU,,,
36870,Denmark,12.0,Kattegat-413,990485,56,40.0,0.0,N,12,7.0,0.0,E,Water,2.0,11/01/99 00:00:00,137Cs,=,0.0381129,0.0009147096,Bq/l,Risø-DTU,,,
36871,Denmark,12.0,Kattegat-413,990486,56,40.0,0.0,N,12,7.0,0.0,E,Water,40.0,11/01/99 00:00:00,137Cs,=,0.0058402,0.0006307416,Bq/l,Risø-DTU,,,
36878,Denmark,12.0,Hesselø,990410,56,10.0,0.0,N,11,47.0,0.0,E,Water,2.0,06/15/99 00:00:00,99Tc,=,0.0007161,2.50635e-05,Bq/l,Risø-DTU,,,
36879,Denmark,12.0,Hesselø,990411,56,10.0,0.0,N,11,47.0,0.0,E,Water,24.0,06/15/99 00:00:00,99Tc,=,0.0031067,4.34938e-05,Bq/l,Risø-DTU,,,
36880,Denmark,12.0,Hesselø,990465,56,10.0,0.0,N,11,47.0,0.0,E,Water,2.0,11/01/99 00:00:00,99Tc,=,0.001675,2.68e-05,Bq/l,Risø-DTU,,,
36881,Denmark,12.0,Hesselø,990466,56,10.0,0.0,N,11,47.0,0.0,E,Water,24.0,11/01/99 00:00:00,99Tc,=,0.002627,2.8897e-05,Bq/l,Risø-DTU,,,
36882,Denmark,12.0,Kattegat SW,990412,56,7.0,0.0,N,11,10.0,0.0,E,Water,2.0,06/15/99 00:00:00,99Tc,=,0.0005557,1.44482e-05,Bq/l,Risø-DTU,,,
36883,Denmark,12.0,Kattegat SW,990413,56,7.0,0.0,N,11,10.0,0.0,E,Water,32.0,06/15/99 00:00:00,99Tc,=,0.0027259,2.7259e-05,Bq/l,Risø-DTU,,,
36884,Denmark,12.0,Kattegat-413,990430,56,40.0,0.0,N,12,7.0,0.0,E,Water,2.0,06/15/99 00:00:00,99Tc,=,0.0006968,2.4388e-05,Bq/l,Risø-DTU,,,
36885,Denmark,12.0,Kattegat-413,990431,56,40.0,0.0,N,12,7.0,0.0,E,Water,40.0,06/15/99 00:00:00,99Tc,=,0.0033675,4.7145e-05,Bq/l,Risø-DTU,,,
36886,Denmark,12.0,Kattegat-413,990485,56,40.0,0.0,N,12,7.0,0.0,E,Water,2.0,11/01/99 00:00:00,99Tc,=,0.001526,2.4416e-05,Bq/l,Risø-DTU,,,
36887,Denmark,12.0,Kattegat-413,990486,56,40.0,0.0,N,12,7.0,0.0,E,Water,40.0,11/01/99 00:00:00,99Tc,=,0.002694,2.9634e-05,Bq/l,Risø-DTU,,,
37336,Germany,1.0,43,1999331,50,0.0,0.0,N,3,30.0,0.0,W,Water,0.0,11/02/99 00:00:00,"239,240Pu",=,4.62e-06,6.5e-07,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37337,Germany,1.0,44,1999332,49,50.0,0.0,N,5,10.0,0.0,W,Water,0.0,11/02/99 00:00:00,"239,240Pu",=,4.82e-06,6.7e-07,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37338,Germany,1.0,45,1999333,50,0.0,0.0,N,5,55.0,0.0,W,Water,0.0,11/02/99 00:00:00,"239,240Pu",=,4.23e-06,6.3e-07,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37339,Germany,1.0,46,1999334,51,0.0,0.0,N,6,0.0,0.0,W,Water,0.0,11/02/99 00:00:00,"239,240Pu",=,5.88e-06,8.8e-07,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37340,Germany,1.0,47,1999335,52,0.0,0.0,N,6,0.0,0.0,W,Water,0.0,11/03/99 00:00:00,"239,240Pu",=,8.41e-06,1.18e-06,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37341,Germany,1.0,44,1999332,49,50.0,0.0,N,5,10.0,0.0,W,Water,0.0,11/02/99 00:00:00,99Tc,<,5e-05,,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37342,Germany,1.0,46,1999334,51,0.0,0.0,N,6,0.0,0.0,W,Water,0.0,11/02/99 00:00:00,99Tc,<,5e-05,,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37343,Germany,2.0,42,1999330,50,25.0,0.0,N,2,0.0,0.0,W,Water,0.0,11/01/99 00:00:00,"239,240Pu",=,7.55e-06,9.1e-07,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37344,Germany,3.0,40,1999328,50,30.0,0.0,N,0,0.0,0.0,E,Water,0.0,11/01/99 00:00:00,"239,240Pu",=,1.095e-05,1.31e-06,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37345,Germany,2.0,41,1999329,50,30.0,0.0,N,1,0.0,0.0,W,Water,0.0,11/01/99 00:00:00,"239,240Pu",=,8.890000000000001e-06,1.16e-06,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37346,Germany,3.0,40,1999328,50,30.0,0.0,N,0,0.0,0.0,E,Water,0.0,11/01/99 00:00:00,99Tc,<,5e-05,,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37347,Germany,2.0,41,1999329,50,30.0,0.0,N,1,0.0,0.0,W,Water,0.0,11/01/99 00:00:00,99Tc,<,5e-05,,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37348,Germany,4.0,48,1999336,52,50.0,0.0,N,5,30.0,0.0,W,Water,0.0,11/03/99 00:00:00,"239,240Pu",=,2.818e-05,2.25e-06,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37349,Germany,4.0,48A,1999337,53,30.0,0.0,N,5,30.0,0.0,W,Water,0.0,11/06/99 00:00:00,"239,240Pu",=,7.025e-05,3.51e-06,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37350,Germany,4.0,48B,1999338,53,45.0,0.0,N,5,50.0,0.0,W,Water,0.0,11/06/99 00:00:00,"239,240Pu",=,0.00015692,6.28e-06,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
37351,Germany,4.0,48D,1999339,54,0.0,0.0,N,5,50.0,12.0,W,Water,0.0,11/06/99 00:00:00,"239,240Pu",=,0.00015582,7.79e-06,Bq/l,"Federal Maritime and Hydrographic Agency, Hamburg",,,
